Class,count of spam words,count of function words,count of HTML anchors,count of all tags,count of all tags not anchor,count of image tags,count of alphanumeric,count of duplicate words,min word length,count of lower case,longest capitalized word,count of lines,count of digits,count of whitespaces,count of uppercase chars,count of all chars,count of tabs,count of specials,count of alpha chars,count of words,average word lt,count of words whose lt is greater than 6,count of words whose lt is lesser than 3,count of single qoutes,count of commas,count of periods,count of semicolon,count of question marks,count of multiple question marks,count of exclamation,count of multiple exclamation,count of colons,count of ellipses,count of sentences,count of paras,avg number of sentences per para,avg no of words per para,avg no of chars per para,avg no of words per sentence,no of sentences beginning with caps,no of sentences beginning with lower,frequency of $,count of capitalized words,count of all caps,count of digit words,words with only letters,only single letter words,only single digit words,single chars,max ratio of uppercase letters to lowercase letters of each word.,Max of ratio of uppercase letters to all characters of each word,max ratio of digits to all chars in a word,Max of ratio of non-alphanumeric characters to all characters of each word,Max of the longest repeating character,Max of the character lengths of words,minimum char diversity
0,1,79,0,0,0,0,1014,25,2,935,4,36,29,204,50,1448,0,230,985,224,6.464285714285714,64,92,7,13,16,0,3,1,2,0,10,0,12,8,1.5,28.0,181.0,18.666666666666668,8,1,0,34,6,5,149,9,0,20,0.053475935828877004,7.854838709677419,0.020027624309392266,0.29972375690607733,55,62,7.854838709677419
0,0,77,0,0,0,0,819,10,3,791,2,26,6,147,22,1146,0,180,813,162,7.074074074074074,56,58,5,10,12,0,0,0,2,0,5,0,8,4,2.0,40.5,286.5,20.25,6,1,0,21,2,1,124,2,0,3,0.02781289506953224,6.129032258064516,0.005235602094240838,0.28534031413612565,55,62,5.945454545454545
0,0,122,0,27,27,0,5764,591,2,4690,8,306,650,1959,424,10402,9,2670,5114,1222,8.51227495908347,480,409,84,76,101,109,0,0,2,0,97,140,4,5,0.8,244.4,2080.4,305.5,3,1,142,66,34,9,339,0,0,108,0.09040511727078891,72.21538461538461,0.06248798308017689,0.44587579311670833,67,67,69.22388059701493
0,0,19,0,0,0,0,459,10,3,431,4,22,2,64,26,718,0,195,457,75,9.573333333333334,26,27,3,1,19,0,1,0,2,0,3,0,9,4,2.25,18.75,179.5,8.333333333333334,4,2,0,10,1,0,43,0,0,4,0.060324825986078884,4.9682539682539675,0.002785515320334262,0.3607242339832869,55,63,4.709090909090909
0,0,73,0,1,1,0,1022,17,2,996,2,39,0,206,26,1446,0,218,1022,199,7.266331658291457,73,67,3,12,15,0,0,0,7,1,6,4,14,10,1.4,19.9,144.6,14.214285714285714,10,1,0,23,3,0,141,6,0,8,0.02610441767068273,7.693548387096774,0.0,0.29322268326417705,55,62,7.693548387096774
0,0,66,0,0,0,0,902,19,3,855,3,33,12,161,35,1252,0,189,890,169,7.408284023668639,61,62,2,11,13,0,3,1,2,0,5,0,10,6,1.6666666666666667,28.166666666666668,208.66666666666666,16.9,7,1,0,25,4,1,132,4,0,2,0.04093567251461988,6.5,0.009584664536741214,0.2795527156549521,55,62,6.363636363636363
0,0,203,0,0,0,0,2498,66,2,2391,4,82,16,523,91,3374,0,353,2482,514,6.56420233463035,176,192,9,39,34,0,1,0,4,0,11,7,28,15,1.8666666666666667,34.266666666666666,224.93333333333334,18.357142857142858,22,1,0,66,17,0,383,19,0,19,0.03805938937682978,14.983870967741936,0.004742145820983995,0.25963248369887376,55,62,14.983870967741936
0,1,19,0,0,0,0,411,0,3,396,2,21,0,51,15,623,1,160,411,64,9.734375,29,22,2,2,11,0,1,0,2,0,3,0,6,4,1.5,16.0,155.75,10.666666666666666,5,1,0,14,4,0,42,3,0,1,0.03787878787878788,4.274193548387097,0.0,0.3402889245585875,55,62,3.8545454545454545
0,2,108,0,1,1,0,1356,37,2,1279,4,46,19,291,58,1909,0,262,1337,291,6.560137457044673,93,111,5,12,21,0,0,0,7,1,10,8,17,10,1.7,29.1,190.9,17.11764705882353,11,2,0,39,11,3,200,9,0,21,0.04534792806880375,9.774193548387098,0.00995285489785228,0.2896804609743321,55,62,9.774193548387098
0,1,281,0,4,4,0,3181,133,2,3060,3,101,10,623,111,4322,0,518,3171,637,6.784929356357928,228,223,17,35,45,0,1,0,9,1,17,16,36,18,2.0,35.388888888888886,240.11111111111111,17.694444444444443,30,2,0,90,13,1,483,13,0,10,0.03627450980392157,19.258064516129032,0.0023137436372049976,0.2639981490050902,55,62,19.258064516129032
0,0,29,0,1,1,0,544,2,3,502,3,26,16,84,26,804,0,176,528,96,8.375,34,29,3,4,11,0,0,0,2,0,6,0,7,5,1.4,19.2,160.8,13.714285714285714,5,1,0,20,1,2,63,0,0,5,0.05179282868525897,5.048387096774193,0.01990049751243781,0.32338308457711445,55,62,4.7272727272727275
0,1,48,0,0,0,0,816,21,2,780,3,42,7,158,29,1223,0,249,809,172,7.1104651162790695,58,68,7,6,15,3,0,0,1,0,10,6,7,8,0.875,21.5,152.875,24.571428571428573,3,1,0,21,5,2,106,5,0,12,0.03717948717948718,7.419354838709677,0.005723630417007359,0.3327882256745707,55,62,7.4
0,0,67,0,0,0,0,672,13,3,641,1,32,13,127,18,1029,0,230,659,144,7.145833333333333,42,58,2,1,30,0,0,0,0,0,4,0,5,4,1.25,36.0,257.25,28.8,2,1,0,8,2,0,109,1,0,6,0.028081123244929798,6.523809523809524,0.012633624878522837,0.3469387755102041,55,63,6.490909090909091
0,0,112,0,0,0,0,1230,28,2,1197,2,38,0,227,33,1668,0,211,1230,236,7.067796610169491,80,71,8,8,18,1,1,0,0,0,6,3,10,5,2.0,47.2,333.6,23.6,6,1,0,26,2,0,190,5,0,0,0.02756892230576441,7.919354838709677,0.0,0.26258992805755393,55,62,7.919354838709677
0,2,206,0,1,1,0,1983,58,2,1925,3,59,2,395,56,2636,0,258,1981,431,6.1160092807424595,138,162,13,13,24,0,0,0,0,0,5,6,19,12,1.5833333333333333,35.916666666666664,219.66666666666666,22.68421052631579,15,1,0,44,11,0,350,15,0,18,0.02909090909090909,11.38709677419355,0.0007587253414264037,0.2477238239757208,55,62,11.38709677419355
0,0,102,0,0,0,0,1114,23,2,1072,3,35,2,204,40,1530,0,212,1112,227,6.740088105726873,72,87,7,5,23,0,0,0,0,0,4,4,13,6,2.1666666666666665,37.833333333333336,255.0,17.46153846153846,8,1,0,29,11,0,176,13,0,7,0.03731343283582089,7.564516129032258,0.00130718954248366,0.2718954248366013,55,62,7.5636363636363635
0,0,56,0,0,0,0,740,9,2,687,4,33,17,138,36,1084,0,206,723,152,7.131578947368421,45,56,3,5,27,0,1,0,0,0,6,2,12,4,3.0,38.0,271.0,12.666666666666666,10,1,0,25,9,0,106,7,0,9,0.05240174672489083,6.403225806451613,0.015682656826568265,0.3173431734317343,55,62,6.254545454545455
0,0,46,0,0,0,0,583,11,2,546,2,33,7,109,30,880,0,188,576,129,6.821705426356589,35,56,4,3,11,0,2,0,0,0,6,0,8,4,2.0,32.25,220.0,16.125,4,1,0,23,11,0,88,8,0,12,0.054945054945054944,5.64516129032258,0.007954545454545454,0.3375,55,62,5.4
0,0,23,0,0,0,0,765,16,2,669,3,39,72,99,24,1180,5,311,693,123,9.59349593495935,52,40,1,4,24,0,0,0,0,0,14,2,2,4,0.5,30.75,295.0,61.5,1,1,0,18,1,5,61,1,0,3,0.03587443946188341,7.246153846153847,0.061016949152542375,0.3516949152542373,67,67,6.1940298507462686
0,1,33,0,0,0,0,556,0,2,510,3,36,20,107,26,887,0,224,536,129,6.875968992248062,38,54,5,1,20,1,0,0,1,0,7,1,10,5,2.0,25.8,177.4,12.9,6,2,0,20,4,3,68,3,0,20,0.050980392156862744,6.193548387096774,0.02254791431792559,0.37316798196166856,55,62,6.0181818181818185
0,0,30,0,0,0,0,711,10,3,566,3,36,102,126,43,1068,0,231,609,131,8.15267175572519,56,44,0,7,32,0,1,0,0,0,14,6,11,7,1.5714285714285714,18.714285714285715,152.57142857142858,11.909090909090908,9,2,0,25,7,5,74,6,0,7,0.07597173144876325,6.612903225806451,0.09550561797752809,0.3342696629213483,55,62,6.490909090909091
0,0,87,0,0,0,0,852,12,2,813,5,34,8,168,31,1220,0,200,844,184,6.630434782608695,54,74,2,10,16,0,1,0,0,0,5,5,10,8,1.25,23.0,152.5,18.4,3,4,0,17,3,1,140,2,1,6,0.038130381303813035,6.790322580645161,0.006557377049180328,0.3016393442622951,55,62,6.6909090909090905
0,0,23,0,0,0,0,471,0,3,416,9,22,16,74,39,717,0,172,455,87,8.241379310344827,31,30,1,7,10,0,1,0,0,0,6,0,6,4,1.5,21.75,179.25,14.5,3,1,0,19,6,1,54,2,0,5,0.09375,4.82258064516129,0.022315202231520222,0.34309623430962344,55,62,4.472727272727273
0,0,69,0,1,1,0,791,16,3,644,11,27,41,150,106,1029,0,88,750,162,6.351851851851852,58,57,1,4,14,0,0,0,0,0,5,4,13,4,3.25,40.5,257.25,12.461538461538462,10,0,0,26,13,2,125,7,2,3,1.9457575757575758,3.7142857142857144,0.12261904761904761,0.9193121693121693,5,64,1.65625
0,0,32,0,0,0,0,348,0,3,339,3,13,0,71,9,470,0,51,348,78,6.0256410256410255,27,34,4,4,6,1,0,0,0,0,1,2,4,4,1.0,19.5,117.5,19.5,1,2,0,5,3,0,48,3,0,6,0.02654867256637168,41.666666666666664,0.0,0.25957446808510637,2,17,8.117647058823529
0,0,5,0,0,0,0,102,0,3,81,2,10,10,22,11,144,0,20,92,25,5.76,8,9,1,5,0,1,0,0,0,0,2,1,1,4,0.25,6.25,36.0,25.0,1,0,0,10,2,0,15,1,0,1,0.13580246913580246,21.0,0.06944444444444445,0.2916666666666667,3,10,5.2
0,1,162,0,0,0,0,1640,67,2,1480,5,63,38,392,122,2238,0,206,1602,400,5.595,112,189,12,16,22,6,1,0,1,0,9,11,17,14,1.2142857142857142,28.571428571428573,159.85714285714286,23.529411764705884,16,0,0,66,41,1,275,8,0,12,0.08243243243243244,599.0,0.016979445933869526,0.26720285969615726,7,24,25.833333333333336
0,2,56,0,0,0,0,1050,9,2,945,5,51,40,357,65,1891,0,484,1010,234,8.081196581196581,72,103,3,8,23,1,1,0,1,0,15,6,10,9,1.1111111111111112,26.0,210.11111111111111,23.4,6,1,0,54,13,4,132,10,1,31,0.06878306878306878,14.419354838709678,0.021152829190904283,0.44473823373876253,73,75,11.213333333333333
0,0,17,0,1,1,0,470,6,3,309,14,22,34,64,127,630,0,96,436,73,8.63013698630137,33,25,1,4,11,0,1,0,0,0,16,2,5,4,1.25,18.25,157.5,14.6,3,0,2,27,9,1,40,1,0,2,1.34,4.571428571428571,0.11059608386761394,1.0017761219892565,5,64,1.828125
0,1,45,0,0,0,0,642,10,3,610,4,31,6,142,26,973,0,189,636,119,8.176470588235293,47,43,1,6,14,0,2,0,1,0,4,0,8,6,1.3333333333333333,19.833333333333332,162.16666666666666,14.875,4,3,0,19,2,0,88,3,0,4,0.04262295081967213,6.75,0.006166495375128468,0.34018499486125386,55,61,6.0181818181818185
0,1,77,0,0,0,0,1112,51,2,1039,4,51,15,214,58,1696,0,370,1097,203,8.354679802955665,71,76,2,8,27,0,4,0,2,0,13,0,12,9,1.3333333333333333,22.555555555555557,188.44444444444446,16.916666666666668,6,4,0,42,9,1,146,8,0,5,0.05582290664100096,11.267857142857142,0.00884433962264151,0.3443396226415094,55,79,7.69620253164557
0,1,35,0,0,0,0,566,4,2,495,4,26,32,113,39,881,0,202,534,97,9.082474226804123,31,35,3,1,19,0,2,0,1,0,12,4,6,4,1.5,24.25,220.25,16.166666666666668,4,1,0,27,7,4,60,5,0,1,0.07878787878787878,6.464285714285714,0.036322360953461974,0.35754824063564133,55,61,5.7272727272727275
0,2,74,0,0,0,0,757,16,3,724,4,26,9,138,24,1070,0,175,748,152,7.0394736842105265,45,58,3,5,15,0,2,0,1,0,4,0,9,4,2.25,38.0,267.5,16.88888888888889,8,1,0,18,9,0,124,10,0,1,0.03314917127071823,6.428571428571429,0.008411214953271028,0.2925233644859813,55,61,5.6909090909090905
0,2,60,0,0,0,0,885,8,3,823,4,41,17,178,45,1538,5,470,868,176,8.738636363636363,63,65,4,12,20,0,2,0,1,0,9,4,10,8,1.25,22.0,192.25,17.6,8,1,0,33,9,1,116,9,0,9,0.054678007290400975,12.5,0.011053315994798439,0.4245773732119636,75,75,8.706666666666667
0,0,48,0,0,0,0,786,27,3,596,16,33,52,157,138,1096,0,153,734,164,6.682926829268292,64,63,7,8,18,0,1,0,0,0,19,13,8,7,1.1428571428571428,23.428571428571427,156.57142857142858,20.5,6,0,3,38,14,1,96,4,0,7,1.3128683307577464,4.642857142857143,0.10432630906768839,1.070721583652618,5,64,1.84375
0,1,30,0,1,1,0,597,6,2,526,4,28,32,112,39,928,0,219,565,100,9.28,36,35,1,2,21,0,3,0,1,0,14,4,7,4,1.75,25.0,232.0,14.285714285714286,3,1,0,23,4,4,57,2,0,2,0.0741444866920152,6.75,0.034482758620689655,0.3566810344827586,55,61,6.0181818181818185
0,1,53,0,1,1,0,1035,47,2,924,4,47,41,174,70,1611,0,402,994,171,9.421052631578947,60,58,2,4,35,0,5,0,2,0,24,4,11,7,1.5714285714285714,24.428571428571427,230.14285714285714,15.545454545454545,5,2,0,43,7,5,99,3,0,3,0.07575757575757576,11.125,0.025450031036623216,0.3575418994413408,55,79,7.594936708860759
0,0,39,0,0,0,0,676,11,3,534,11,26,40,109,102,904,0,119,636,127,7.118110236220472,50,47,2,8,11,0,0,0,0,0,8,10,5,3,1.6666666666666667,42.333333333333336,301.3333333333333,25.4,1,0,2,18,9,1,73,1,0,5,1.092391153150647,4.5,0.10467980295566502,0.9833743842364532,5,64,1.84375
0,3,105,0,0,0,0,1223,43,2,1173,5,58,6,260,44,1666,0,183,1217,282,5.907801418439717,84,120,3,17,30,0,1,0,0,0,6,6,16,6,2.6666666666666665,47.0,277.6666666666667,17.625,13,0,0,33,4,0,198,9,0,20,0.03751065643648764,28.5625,0.003601440576230492,0.265906362545018,5,44,10.818181818181818
1,9,64,2,99,97,0,782,26,2,672,6,80,5,288,105,1190,0,120,777,184,6.467391304347826,51,73,2,3,10,0,1,0,4,0,0,0,15,7,2.142857142857143,26.285714285714285,170.0,12.266666666666667,13,0,0,60,15,1,144,5,1,3,0.15625,68.83333333333333,0.004201680672268907,0.34285714285714286,14,13,32.38461538461539
1,8,12,0,0,0,0,577,2,3,484,1,41,51,64,42,781,0,140,526,82,9.524390243902438,30,25,2,1,24,0,6,0,2,0,9,7,5,8,0.625,10.25,97.625,16.4,1,3,0,39,0,1,53,1,0,2,0.08677685950413223,11.631578947368421,0.06530089628681178,0.2612035851472471,14,53,4.622641509433962
1,8,11,0,0,0,0,457,0,3,369,1,35,51,54,37,625,0,114,406,69,9.057971014492754,22,23,1,1,19,0,6,0,2,0,6,5,4,7,0.5714285714285714,9.857142857142858,89.28571428571429,17.25,0,3,0,34,0,1,49,1,0,2,0.1002710027100271,3.7857142857142856,0.0816,0.2688,14,56,3.7857142857142856
1,10,138,0,0,0,0,1849,97,2,1548,7,91,106,518,195,2904,0,537,1743,419,6.930787589498807,120,181,5,9,64,0,13,1,16,5,9,0,44,22,2.0,19.045454545454547,132.0,9.522727272727273,23,1,0,131,33,6,304,7,3,22,0.12596899224806202,56.526315789473685,0.03650137741046832,0.36329201101928377,50,50,21.1
1,8,15,0,0,0,0,497,2,3,433,1,30,34,58,30,659,0,104,463,69,9.55072463768116,24,23,1,0,18,0,4,0,1,0,8,5,4,6,0.6666666666666666,11.5,109.83333333333333,17.25,2,2,0,27,1,1,45,1,0,2,0.06928406466512702,9.421052631578949,0.051593323216995446,0.24582701062215478,9,55,3.727272727272727
1,4,147,0,0,0,0,1636,42,2,1178,11,47,67,384,391,2411,0,391,1569,399,6.042606516290727,97,168,9,21,21,1,2,0,26,6,4,6,24,11,2.1818181818181817,36.27272727272727,219.1818181818182,16.625,19,3,10,142,91,3,314,15,3,0,0.33191850594227507,65.5,0.02778929904603899,0.32144338448776444,44,89,8.797752808988765
1,1,52,0,0,0,0,541,7,2,490,3,24,27,100,24,692,0,51,514,109,6.348623853211009,28,51,0,3,13,0,0,0,0,0,4,0,9,8,1.125,13.625,86.5,12.11111111111111,9,0,0,10,0,2,91,3,0,0,0.04897959183673469,4.311111111111111,0.03901734104046243,0.21820809248554912,3,45,4.311111111111111
1,7,71,5,394,389,6,1946,41,2,1193,10,446,565,772,188,3290,0,572,1381,416,7.908653846153846,158,193,2,71,17,0,3,0,0,0,6,4,13,29,0.4482758620689655,14.344827586206897,113.44827586206897,32.0,10,1,0,117,6,123,215,1,1,4,0.15758591785414922,52.42307692307693,0.1717325227963526,0.4085106382978723,32,66,21.151515151515152
1,6,176,0,0,0,0,2011,61,2,1437,11,68,91,458,483,2849,0,380,1920,483,5.898550724637682,123,193,10,25,25,1,5,0,55,8,3,8,37,20,1.85,24.15,142.45,13.054054054054054,30,3,14,174,109,3,378,19,3,0,0.33611691022964507,70.75,0.03194103194103194,0.2941382941382941,37,40,21.025
1,2,12,0,57,57,0,382,4,3,227,9,40,24,53,131,1481,0,1046,358,74,20.013513513513512,42,19,0,3,3,0,0,0,1,0,11,7,5,4,1.25,18.5,370.25,14.8,4,1,1,33,16,1,44,1,1,1,0.5770925110132159,26.833333333333336,0.016205266711681297,0.7420661715057394,75,75,14.653333333333334
1,8,6,0,0,0,0,547,16,2,349,9,29,75,83,123,760,0,130,472,92,8.26086956521739,36,26,0,6,18,0,0,0,8,0,8,3,9,8,1.125,11.5,95.0,10.222222222222221,6,3,1,60,11,0,67,1,0,0,0.3524355300859599,106.5,0.09868421052631579,0.2802631578947368,32,46,5.391304347826087
1,5,7,3,23,20,0,154,2,3,136,3,17,0,28,18,205,0,23,154,34,6.029411764705882,9,9,0,0,1,0,0,0,6,0,0,0,5,3,1.6666666666666667,11.333333333333334,68.33333333333333,6.8,4,0,0,13,1,0,27,0,0,3,0.1323529411764706,8.285714285714285,0.0,0.24878048780487805,6,13,4.923076923076923
1,8,11,0,0,0,0,457,0,3,369,1,35,51,54,37,625,0,114,406,69,9.057971014492754,22,23,1,1,19,0,6,0,2,0,6,5,4,7,0.5714285714285714,9.857142857142858,89.28571428571429,17.25,0,3,0,34,0,1,49,1,0,2,0.1002710027100271,3.7857142857142856,0.0816,0.2688,14,56,3.7857142857142856
1,6,49,16,79,63,20,759,25,3,653,10,59,15,160,91,1029,0,110,744,135,7.622222222222222,53,51,0,1,18,0,1,0,1,0,2,2,12,2,6.0,67.5,514.5,11.25,9,0,4,24,4,0,110,5,0,1,0.13935681470137826,11.115384615384615,0.014577259475218658,0.26239067055393583,35,66,4.878787878787879
1,6,18,0,0,0,0,401,9,3,342,8,27,10,61,49,669,9,198,391,77,8.688311688311689,26,26,1,0,5,0,1,0,4,1,5,0,5,9,0.5555555555555556,8.555555555555555,74.33333333333333,15.4,3,0,0,33,3,1,54,0,0,9,0.14327485380116958,6.909090909090909,0.014947683109118086,0.40059790732436473,68,68,3.9411764705882355
1,6,26,1,115,114,0,501,12,2,436,5,91,8,211,57,830,0,118,493,103,8.058252427184467,37,34,0,3,2,0,0,0,3,0,0,2,2,15,0.13333333333333333,6.866666666666666,55.333333333333336,51.5,1,0,0,51,2,2,80,0,0,0,0.13073394495412843,66.6,0.00963855421686747,0.3963855421686747,12,14,24.5
1,1,111,0,0,0,0,1892,116,2,1166,11,102,44,385,682,2488,0,211,1848,419,5.937947494033413,128,158,3,11,24,0,11,1,19,4,20,0,40,11,3.6363636363636362,38.09090909090909,226.1818181818182,10.475,39,0,6,202,149,6,328,9,3,0,0.5849056603773585,32.26315789473684,0.017684887459807074,0.2395498392282958,31,32,19.3125
1,1,52,0,0,0,0,551,7,2,498,2,24,33,100,20,703,0,52,518,109,6.4495412844036695,28,51,0,3,13,0,0,0,0,0,4,0,9,8,1.125,13.625,87.875,12.11111111111111,9,0,0,10,0,2,91,3,0,0,0.040160642570281124,3.6607142857142856,0.04694167852062589,0.21621621621621623,3,56,3.6607142857142856
1,0,0,0,0,0,0,2025,69,2,0,19,49,10,399,2015,2532,0,108,2015,425,5.95764705882353,139,177,4,20,18,0,1,0,0,0,0,12,16,1,16.0,425.0,2532.0,26.5625,16,0,1,418,423,0,377,14,0,2,0,127.75,0.0039494470774091624,0.20023696682464456,3,26,20.23076923076923
1,1,17,0,0,0,0,321,0,2,307,1,14,6,100,8,498,0,77,315,58,8.586206896551724,22,19,0,1,7,0,0,0,4,0,3,0,7,1,7.0,58.0,498.0,8.285714285714286,5,1,0,8,0,0,44,1,0,0,0.026058631921824105,23.0,0.012048192771084338,0.35542168674698793,39,44,4.538461538461538
1,8,12,0,0,0,0,577,2,3,484,1,40,51,64,42,780,0,139,526,82,9.512195121951219,30,25,2,1,24,0,6,0,2,0,9,7,5,8,0.625,10.25,97.5,16.4,1,3,0,39,0,1,53,1,0,2,0.08677685950413223,11.578947368421053,0.06538461538461539,0.2602564102564103,14,53,4.60377358490566
1,1,181,0,0,0,0,2101,66,2,1885,10,70,35,375,181,2619,0,143,2066,402,6.514925373134329,158,155,1,14,23,0,0,0,0,0,6,8,15,10,1.5,40.2,261.9,26.8,15,0,1,66,27,1,348,6,0,1,0.0960212201591512,28.157894736842106,0.013363879343260786,0.19778541428025964,20,41,13.439024390243903
1,2,215,0,0,0,0,2286,66,0,2022,12,72,105,404,159,2822,0,132,2181,455,6.202197802197802,167,177,0,0,0,0,0,0,0,0,0,0,1,10,0.1,45.5,282.2,455.0,1,0,1,85,15,6,395,14,1,1,0.07863501483679525,108.0,0.03722084367245657,2.379298121233605,1,22,25.136363636363633
1,0,0,0,0,0,0,2596,0,32,1043,10,46,301,0,1252,2657,0,61,2295,44,60.38636363636363,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,44.0,0,0,0,24,0,0,0,0,0,0,1.2003835091083412,2.875,0.11328566051938277,0.04591644712081295,2,60,1.95
1,13,39,2,100,98,7,812,19,2,617,10,148,77,669,118,1739,21,237,735,189,9.201058201058201,58,76,2,10,10,0,0,0,2,0,16,0,8,19,0.42105263157894735,9.947368421052632,91.52631578947368,23.625,5,0,2,81,15,3,114,2,0,12,0.3795068844060199,124.83333333333333,0.08389634614997107,1.9219890208902464,38,33,6.3939393939393945
1,0,14,2,14,12,1,135,0,3,128,1,13,4,28,3,180,0,17,131,29,6.206896551724138,9,11,0,1,1,0,0,0,0,0,0,0,1,1,1.0,29.0,180.0,29.0,0,0,0,2,0,1,23,0,0,1,0.0234375,4.666666666666667,0.022222222222222223,0.25,6,12,4.666666666666667
1,0,0,0,0,0,0,2025,69,2,0,19,50,10,399,2015,2533,0,109,2015,425,5.96,139,177,4,20,18,0,1,0,0,0,0,12,16,1,16.0,425.0,2533.0,26.5625,16,0,1,418,423,0,377,14,0,2,0,128.0,0.0039478878799842085,0.2005527043031978,4,26,20.26923076923077
1,8,11,0,0,0,0,457,0,3,369,1,34,51,54,37,624,0,113,406,69,9.043478260869565,22,23,1,1,19,0,6,0,2,0,6,5,4,7,0.5714285714285714,9.857142857142858,89.14285714285714,17.25,0,3,0,34,0,1,49,1,0,2,0.1002710027100271,3.767857142857143,0.08173076923076923,0.2676282051282051,13,56,3.767857142857143
1,2,10,21,149,128,17,241,4,3,148,9,80,2,57,91,415,3,114,239,45,9.222222222222221,14,12,0,0,4,0,1,0,3,1,0,2,3,5,0.6,9.0,83.0,15.0,3,0,0,19,14,0,35,0,0,2,0.6148648648648649,25.857142857142858,0.004819277108433735,0.41927710843373495,45,44,4.840909090909091
1,8,46,3,44,41,0,528,23,3,468,8,55,4,95,56,703,0,80,524,115,6.113043478260869,41,40,4,4,10,0,0,0,3,0,0,0,8,13,0.6153846153846154,8.846153846153847,54.07692307692308,14.375,5,1,0,23,9,0,93,4,0,0,0.11965811965811966,26.0,0.005689900426742532,0.24893314366998578,6,12,15.5
1,6,56,4,106,102,0,962,26,2,821,9,99,22,440,119,1580,0,178,940,201,7.8606965174129355,72,64,2,2,7,0,0,0,11,1,2,0,12,14,0.8571428571428571,14.357142857142858,112.85714285714286,16.75,5,0,2,69,14,4,144,2,3,8,0.14494518879415347,52.416666666666664,0.013924050632911392,0.3911392405063291,12,15,42.13333333333333
1,4,46,0,0,0,0,2400,268,2,1605,8,134,269,765,526,3443,0,278,2131,500,6.886,187,143,19,22,31,0,0,0,0,0,4,22,9,2,4.5,250.0,1721.5,55.55555555555556,7,0,0,288,89,26,320,0,12,19,0.32772585669781934,55.78947368421052,0.07812953819343596,0.3029334882370026,22,41,26.24390243902439
1,8,12,0,0,0,0,577,2,3,484,1,40,51,64,42,780,0,139,526,82,9.512195121951219,30,25,2,1,24,0,6,0,2,0,9,7,5,8,0.625,10.25,97.5,16.4,1,3,0,39,0,1,53,1,0,2,0.08677685950413223,11.578947368421053,0.06538461538461539,0.2602564102564103,13,53,4.60377358490566
1,2,127,0,0,0,0,1315,46,2,1060,9,35,42,304,213,1762,0,143,1273,309,5.702265372168285,78,133,11,10,27,0,3,0,3,0,3,2,13,11,1.1818181818181819,28.09090909090909,160.1818181818182,23.76923076923077,12,1,4,76,45,4,252,3,1,5,0.2009433962264151,75.16666666666667,0.02383654937570942,0.25368898978433596,32,45,10.8
1,6,30,0,0,0,0,730,25,3,646,10,36,24,180,60,1062,0,152,706,126,8.428571428571429,59,35,1,5,21,0,1,0,11,0,4,0,21,7,3.0,18.0,151.71428571428572,6.0,12,0,0,36,4,0,79,1,0,0,0.09287925696594428,7.653061224489797,0.022598870056497175,0.3126177024482109,59,59,5.627118644067797
1,6,30,0,0,0,0,730,25,3,646,10,36,24,180,60,1062,0,152,706,126,8.428571428571429,59,35,1,5,21,0,1,0,11,0,4,0,21,7,3.0,18.0,151.71428571428572,6.0,12,0,0,36,4,0,79,1,0,0,0.09287925696594428,7.653061224489797,0.022598870056497175,0.3126177024482109,59,59,5.627118644067797
1,0,0,7,150,143,17,2027,2,2,572,3,87,15,391,40,3427,0,2957,64,433,7.914549653579677,272,38,24,30,30,0,3,0,0,0,7,6,31,5,6.2,86.6,685.4,13.96774193548387,13,1,0,173,110,3,6,0,3,15,1.6666666666666667,304.3636363636364,0.004377006127808579,0.9769477677268749,20,23,145.56521739130434
1,0,0,7,150,143,17,2027,2,2,572,3,87,15,391,40,3427,0,2957,64,433,7.914549653579677,272,38,24,30,30,0,3,0,0,0,7,6,31,5,6.2,86.6,685.4,13.96774193548387,13,1,0,173,110,3,6,0,3,15,1.6666666666666667,304.3636363636364,0.004377006127808579,0.9769477677268749,20,23,145.56521739130434
1,15,957,0,413,413,1,10895,553,2,8783,12,257,414,2367,1698,15606,0,2344,10481,2365,6.598731501057083,790,952,23,134,236,0,2,0,39,8,27,8,123,2,61.5,1182.5,7803.0,19.227642276422763,88,1,45,530,307,41,1864,72,22,37,0.19332802003871113,393.5,0.0265282583621684,0.30187107522747664,77,99,47.7979797979798
1,15,957,0,413,413,1,10895,553,2,8783,12,257,414,2367,1698,15606,0,2344,10481,2365,6.598731501057083,790,952,23,134,236,0,2,0,39,8,27,8,123,2,61.5,1182.5,7803.0,19.227642276422763,88,1,45,530,307,41,1864,72,22,37,0.19332802003871113,393.5,0.0265282583621684,0.30187107522747664,77,99,47.7979797979798
1,2,32,3,55,52,0,462,10,3,340,7,50,35,61,87,606,0,83,427,83,7.301204819277109,33,26,0,0,6,0,0,0,7,3,1,0,7,7,1.0,11.857142857142858,86.57142857142857,11.857142857142858,3,0,0,24,14,1,70,1,1,0,0.25588235294117645,3.8775510204081636,0.057755775577557754,0.2376237623762376,5,49,3.8775510204081636
1,2,32,3,55,52,0,462,10,3,340,7,50,35,61,87,606,0,83,427,83,7.301204819277109,33,26,0,0,6,0,0,0,7,3,1,0,7,7,1.0,11.857142857142858,86.57142857142857,11.857142857142858,3,0,0,24,14,1,70,1,1,0,0.25588235294117645,3.8775510204081636,0.057755775577557754,0.2376237623762376,5,49,3.8775510204081636
